timecard_entry_id,employee_id,work_date,org_path,home_org_path,job_code,clock_in,clock_out,worked_hours,paycode,scheduled_shift_id
T905653,E100213,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:15:00,2025-11-15 01:48:00,11.55,REG,S505945
T905654,E100246,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:06:00,2025-11-15 01:52:00,11.77,REG,S505946
T905655,E100233,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:08:00,2025-11-15 02:00:00,11.87,CALL,S505947
T905656,E100278,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:01:00,2025-11-15 02:08:00,12.12,OT,S505948
T905657,E100245,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:04:00,2025-11-15 02:04:00,12.0,OT,S505949
T905658,E100266,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:09:00,2025-11-15 01:43:00,11.57,REG,S505950
T905659,E100231,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:07:00,2025-11-15 01:50:00,11.72,REG,S505951
T905660,E100232,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:01:00,2025-11-15 01:49:00,11.8,REG,S505952
T905661,E100216,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:03:00,2025-11-15 01:45:00,11.7,REG,S505953
T905662,E100262,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:01:00,2025-11-15 01:59:00,11.97,REG,S505954
T905663,E100279,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:12:00,2025-11-15 02:05:00,11.88,REG,S505955
T905664,E100229,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:07:00,2025-11-15 01:55:00,11.8,REG,S505956
T905665,E100238,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:01:00,2025-11-15 02:08:00,12.12,OT,S505957
T905666,E100264,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:12:00,2025-11-15 01:56:00,11.73,CALL,S505958
T905667,E100234,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:18:00,2025-11-15 01:59:00,11.68,REG,S505959
T905668,E100256,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:03:00,2025-11-15 01:48:00,11.75,REG,S505960
T905669,E100219,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 14:01:00,2025-11-15 01:56:00,11.92,REG,S505961
T905670,E100270,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:12:00,2025-11-15 02:00:00,11.8,REG,S505962
T905671,E100273,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 14:07:00,2025-11-15 01:51:00,11.73,REG,S505963
T905672,E100244,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 22:05:00,2025-11-15 09:52:00,11.78,REG,S505965
T905673,E100272,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 21:47:00,2025-11-15 10:00:00,12.22,OT,S505966
T905674,E100238,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 21:57:00,2025-11-15 09:58:00,12.02,OT,S505967
T905675,E100260,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 22:02:00,2025-11-15 09:56:00,11.9,CALL,S505968
T905676,E100252,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 22:05:00,2025-11-15 10:11:00,12.1,OT,S505969
T905677,E100245,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 22:00:00,2025-11-15 09:52:00,11.87,CALL,S505970
T905678,E100275,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 22:06:00,2025-11-15 09:40:00,11.57,REG,S505971
T905679,E100273,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 22:05:00,2025-11-15 09:43:00,11.63,REG,S505972
T905680,E100223,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 22:02:00,2025-11-15 10:09:00,12.12,OT,S505973
T905681,E100212,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-14 22:17:00,2025-11-15 09:56:00,11.65,REG,S505974
T905682,E100242,2025-11-14,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-14 21:59:00,2025-11-15 10:00:00,12.02,OT,S505975
T905683,E100291,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 06:02:00,2025-11-14 14:04:00,8.03,REG,S505976
T905684,E100285,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 06:05:00,2025-11-14 13:53:00,7.8,REG,S505977
T905685,E100301,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 06:09:00,2025-11-14 13:52:00,7.72,OT,S505978
T905686,E100300,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 06:06:00,2025-11-14 14:07:00,8.02,REG,S505979
T905687,E100346,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-14 06:08:00,2025-11-14 13:44:00,7.6,REG,S505980
T905688,E100347,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 06:03:00,2025-11-14 14:02:00,7.98,OT,S505981
T905689,E100333,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 06:06:00,2025-11-14 14:01:00,7.92,REG,S505982
T905690,E100305,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-14 06:09:00,2025-11-14 13:57:00,7.8,REG,S505983
T905691,E100298,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-14 14:10:00,2025-11-14 22:00:00,7.83,REG,S505985
T905692,E100304,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-14 14:05:00,2025-11-14 21:47:00,7.7,OT,S505986
T905693,E100324,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 13:56:00,2025-11-14 22:11:00,8.25,REG,S505987
T905694,E100295,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 14:04:00,2025-11-14 22:05:00,8.02,REG,S505988
T905695,E100325,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-14 14:07:00,2025-11-14 22:03:00,7.93,REG,S505989
T905696,E100317,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 14:04:00,2025-11-14 21:55:00,7.85,REG,S505990
T905697,E100293,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 14:08:00,2025-11-14 22:09:00,8.02,REG,S505991
T905698,E100286,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 23:01:00,2025-11-15 07:04:00,8.05,REG,S505992
T905699,E100345,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 23:05:00,2025-11-15 07:00:00,7.92,REG,S505993
T905700,E100332,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,LEAD,2025-11-14 23:04:00,2025-11-15 07:00:00,7.93,REG,S505994
T905701,E100342,2025-11-14,HHS/TX/FacilityB/EVS,HHS/TX/FacilityB/EVS,EVS,2025-11-14 23:02:00,2025-11-15 06:50:00,7.8,REG,S505995
T905702,E100004,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 05:53:00,2025-11-15 17:53:00,12.0,REG,S505996
T905703,E100041,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 05:50:00,2025-11-15 18:04:00,12.23,OT,S505997
T905704,E100011,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 06:09:00,2025-11-15 17:59:00,11.83,REG,S505998
T905705,E100055,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:06:00,2025-11-15 17:56:00,11.83,REG,S505999
T905706,E100045,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:09:00,2025-11-15 17:56:00,11.78,REG,S506000
T905707,E100063,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 05:57:00,2025-11-15 17:50:00,11.88,OT,S506001
T905708,E100024,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:10:00,2025-11-15 17:48:00,11.63,REG,S506002
T905709,E100048,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:05:00,2025-11-15 18:17:00,12.2,OT,S506003
T905710,E100043,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 05:58:00,2025-11-15 17:58:00,12.0,REG,S506004
T905711,E100037,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 06:03:00,2025-11-15 18:00:00,11.95,REG,S506005
T905712,E100003,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 05:55:00,2025-11-15 18:04:00,12.15,OT,S506006
T905713,E100051,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 06:07:00,2025-11-15 17:55:00,11.8,REG,S506007
T905714,E100050,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 05:57:00,2025-11-15 17:56:00,11.98,REG,S506008
T905715,E100021,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 06:04:00,2025-11-15 17:51:00,11.78,REG,S506009
T905716,E100056,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 05:54:00,2025-11-15 17:51:00,11.95,REG,S506010
T905717,E100029,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:00:00,2025-11-15 17:57:00,11.95,REG,S506011
T905718,E100032,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:03:00,2025-11-15 17:59:00,11.93,REG,S506012
T905719,E100062,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:06:00,2025-11-15 17:57:00,11.85,REG,S506013
T905720,E100069,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 06:06:00,2025-11-15 17:58:00,11.87,REG,S506014
T905721,E100057,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 06:05:00,2025-11-15 17:56:00,11.85,OT,S506015
T905722,E100068,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 05:53:00,2025-11-15 17:53:00,12.0,REG,S506016
T905723,E100047,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 06:02:00,2025-11-15 17:58:00,11.93,REG,S506017
T905724,E100059,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 06:09:00,2025-11-15 17:39:00,11.5,REG,S506018
T905725,E100010,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 14:05:00,2025-11-16 01:55:00,11.83,REG,S506021
T905726,E100006,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 14:00:00,2025-11-16 01:59:00,11.98,REG,S506022
T905727,E100065,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 13:49:00,2025-11-16 02:08:00,12.32,OT,S506023
T905728,E100012,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 14:06:00,2025-11-16 01:58:00,11.87,REG,S506024
T905729,E100059,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 13:59:00,2025-11-16 01:59:00,12.0,REG,S506025
T905730,E100025,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 14:01:00,2025-11-16 02:02:00,12.02,OT,S506026
T905731,E100031,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 14:08:00,2025-11-16 01:52:00,11.73,CALL,S506027
T905732,E100039,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 14:08:00,2025-11-16 02:05:00,11.95,REG,S506028
T905733,E100020,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 14:00:00,2025-11-16 01:54:00,11.9,REG,S506029
T905734,E100003,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 13:59:00,2025-11-16 01:49:00,11.83,REG,S506030
T905735,E100002,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 13:59:00,2025-11-16 01:55:00,11.93,REG,S506031
T905736,E100049,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 14:07:00,2025-11-16 02:07:00,12.0,REG,S506032
T905737,E100038,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 14:00:00,2025-11-16 01:51:00,11.85,REG,S506033
T905738,E100029,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 14:00:00,2025-11-16 01:50:00,11.83,REG,S506034
T905739,E100058,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 14:04:00,2025-11-16 01:56:00,11.87,REG,S506035
T905740,E100068,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 14:06:00,2025-11-16 01:50:00,11.73,REG,S506036
T905741,E100027,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 14:00:00,2025-11-16 02:00:00,12.0,REG,S506037
T905742,E100008,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 14:10:00,2025-11-16 01:54:00,11.73,REG,S506038
T905743,E100064,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 22:03:00,2025-11-16 10:00:00,11.95,REG,S506040
T905744,E100058,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 21:53:00,2025-11-16 09:49:00,11.93,REG,S506041
T905745,E100043,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 22:10:00,2025-11-16 09:59:00,11.82,REG,S506042
T905746,E100005,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 22:09:00,2025-11-16 09:59:00,11.83,REG,S506043
T905747,E100062,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 21:46:00,2025-11-16 09:53:00,12.12,OT,S506044
T905748,E100027,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 22:07:00,2025-11-16 09:48:00,11.68,REG,S506045
T905749,E100013,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 22:03:00,2025-11-16 09:52:00,11.82,REG,S506046
T905750,E100048,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 22:03:00,2025-11-16 09:51:00,11.8,REG,S506047
T905751,E100067,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,RN,2025-11-15 22:06:00,2025-11-16 09:56:00,11.83,REG,S506048
T905752,E100069,2025-11-15,HHS/TX/FacilityA/Nursing,HHS/TX/FacilityA/Nursing,PCT,2025-11-15 22:00:00,2025-11-16 09:45:00,11.75,REG,S506049
T905753,E100099,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-15 07:00:00,2025-11-15 15:14:00,8.23,REG,S506051
T905754,E100101,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 07:09:00,2025-11-15 14:51:00,7.7,REG,S506052
T905755,E100078,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 07:03:00,2025-11-15 14:56:00,7.88,REG,S506053
T905756,E100072,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 06:56:00,2025-11-15 15:00:00,8.07,REG,S506054
T905757,E100109,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-15 07:02:00,2025-11-15 14:56:00,7.9,REG,S506055
T905758,E100079,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-15 07:01:00,2025-11-15 14:58:00,7.95,REG,S506056
T905759,E100121,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-15 07:02:00,2025-11-15 14:55:00,7.88,REG,S506057
T905760,E100074,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-15 07:10:00,2025-11-15 14:49:00,7.65,REG,S506058
T905761,E100104,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 06:55:00,2025-11-15 14:42:00,7.78,REG,S506059
T905762,E100087,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 15:08:00,2025-11-15 22:54:00,7.77,REG,S506061
T905763,E100114,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 15:12:00,2025-11-15 23:00:00,7.8,REG,S506062
T905764,E100088,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 15:05:00,2025-11-15 22:48:00,7.72,REG,S506063
T905765,E100137,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 14:57:00,2025-11-15 22:52:00,7.92,REG,S506064
T905766,E100104,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 15:06:00,2025-11-15 22:58:00,7.87,REG,S506065
T905767,E100123,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 15:09:00,2025-11-15 23:00:00,7.85,REG,S506066
T905768,E100133,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 15:02:00,2025-11-15 23:01:00,7.98,REG,S506067
T905769,E100078,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 15:01:00,2025-11-15 23:00:00,7.98,OT,S506068
T905770,E100123,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 22:09:00,2025-11-16 06:04:00,7.92,OT,S506069
T905771,E100133,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 22:09:00,2025-11-16 06:00:00,7.85,REG,S506070
T905772,E100125,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,LEAD,2025-11-15 22:13:00,2025-11-16 05:46:00,7.55,REG,S506071
T905773,E100083,2025-11-15,HHS/TX/FacilityA/EVS,HHS/TX/FacilityA/EVS,EVS,2025-11-15 22:07:00,2025-11-16 05:58:00,7.85,REG,S506072
T905774,E100243,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 06:08:00,2025-11-15 18:10:00,12.03,OT,S506073
T905775,E100271,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:09:00,2025-11-15 17:55:00,11.77,REG,S506074
T905776,E100250,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:00:00,2025-11-15 18:00:00,12.0,REG,S506075
T905777,E100223,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:03:00,2025-11-15 18:03:00,12.0,REG,S506076
T905778,E100240,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:21:00,2025-11-15 17:46:00,11.42,REG,S506077
T905779,E100252,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:15:00,2025-11-15 17:58:00,11.72,OT,S506078
T905780,E100214,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:02:00,2025-11-15 17:58:00,11.93,REG,S506079
T905781,E100235,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 05:55:00,2025-11-15 18:06:00,12.18,OT,S506080
T905782,E100263,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 05:59:00,2025-11-15 17:57:00,11.97,REG,S506081
T905783,E100218,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 06:02:00,2025-11-15 18:00:00,11.97,REG,S506082
T905784,E100261,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:08:00,2025-11-15 18:04:00,11.93,REG,S506083
T905785,E100215,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:08:00,2025-11-15 17:51:00,11.72,REG,S506084
T905786,E100253,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 05:54:00,2025-11-15 17:57:00,12.05,OT,S506085
T905787,E100233,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:06:00,2025-11-15 17:56:00,11.83,REG,S506086
T905788,E100242,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:02:00,2025-11-15 17:55:00,11.88,REG,S506087
T905789,E100273,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:10:00,2025-11-15 17:57:00,11.78,REG,S506088
T905790,E100248,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 06:14:00,2025-11-15 17:50:00,11.6,REG,S506089
T905791,E100236,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:02:00,2025-11-15 17:58:00,11.93,REG,S506090
T905792,E100216,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:05:00,2025-11-15 17:50:00,11.75,CALL,S506091
T905793,E100245,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 06:03:00,2025-11-15 18:03:00,12.0,REG,S506092
T905794,E100213,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 06:21:00,2025-11-15 17:48:00,11.45,OT,S506093
T905795,E100266,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 06:08:00,2025-11-15 17:37:00,11.48,REG,S506094
T905796,E100217,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 14:54:00,2025-11-16 02:44:00,11.83,REG,S506096
T905797,E100225,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 14:54:00,2025-11-16 03:00:00,12.1,OT,S506097
T905798,E100267,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 15:03:00,2025-11-16 02:58:00,11.92,REG,S506098
T905799,E100227,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 15:06:00,2025-11-16 02:57:00,11.85,CALL,S506099
T905800,E100275,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 15:17:00,2025-11-16 02:50:00,11.55,REG,S506100
T905801,E100223,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 15:07:00,2025-11-16 03:02:00,11.92,REG,S506101
T905802,E100274,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 15:01:00,2025-11-16 02:54:00,11.88,OT,S506102
T905803,E100266,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,RN,2025-11-15 15:05:00,2025-11-16 02:50:00,11.75,REG,S506103
T905804,E100243,2025-11-15,HHS/TX/FacilityB/Nursing,HHS/TX/FacilityB/Nursing,PCT,2025-11-15 15:02:00,2025-11-16 02:56:00,11.9,REG,S506104
